event_id,event_type,user_id,variant,timestamp,latency_ms,clicked
9b0392d4-19d9-45b7-9fe8-135125814077,assignment,user_23,control,2026-04-04 18:02:34.710831,,
2166dc54-0df7-4514-b181-7bfbf939a36e,inference,user_23,control,2026-04-04 18:02:34.710898,37.0,
f81e8ad2-7663-4426-8eb4-e0359c914248,response,user_23,control,2026-04-04 17:54:34.710956,,0.0
1ecf23c9-9073-4659-929d-f30f206cc506,assignment,user_24,treatment,2026-04-04 17:45:34.711047,,
25f784e4-c067-4552-a15a-347d8ab42f5b,inference,user_24,treatment,2026-04-04 17:59:34.711077,38.0,
e453310d-1400-4661-b752-a11cd52e73ff,response,user_24,treatment,2026-04-04 18:07:34.711100,,0.0
258abe9b-c90e-4809-ad80-5f4b468e8600,assignment,user_25,control,2026-04-04 18:01:34.711176,,
b77d0436-d3e0-4230-ac1c-1ec22d20e4e5,inference,user_25,control,2026-04-04 18:31:34.711206,32.0,
37a2494a-d1cf-4b1c-9895-be33c027da68,response,user_25,control,2026-04-04 18:15:34.711232,,0.0
ed82d641-b444-41c0-9ed9-f8bc0a8590b3,assignment,user_26,control,2026-04-04 17:40:34.711310,,
2d6e6845-9179-42fa-9c10-02058262d997,inference,user_26,control,2026-04-04 18:11:34.711341,13.0,
fbfef7f6-f7d5-4099-9e84-f5a0d1ef832b,response,user_26,control,2026-04-04 18:16:34.711364,,0.0
06819b22-02c5-47d3-a819-b75fe229821e,assignment,user_27,control,2026-04-04 17:49:34.711442,,
bda9399c-4e67-40a0-ba09-186472708a54,inference,user_27,control,2026-04-04 18:33:34.711472,37.0,
df780d3b-bbbe-4d0e-8648-84eba477915a,response,user_27,control,2026-04-04 18:06:34.711495,,0.0
36ac390c-2892-4c5b-b53a-b569067ed8f0,assignment,user_28,treatment,2026-04-04 18:26:34.711572,,
e05b06a0-154f-4d6b-8727-c1632ebd0229,inference,user_28,treatment,2026-04-04 18:26:34.711602,47.0,
a227e5b1-fcc6-4a33-8c62-7e2db3cd3db7,response,user_28,treatment,2026-04-04 18:13:34.711626,,0.0
370316b5-6544-47b4-8be2-d58fadeabf62,assignment,user_29,control,2026-04-04 18:23:34.711704,,
9e7832af-dc18-4024-bf3f-41d92aefbbf7,inference,user_29,control,2026-04-04 18:11:34.711733,34.0,
709d5551-8e65-4875-803e-36f6c0a0c44c,response,user_29,control,2026-04-04 17:51:34.711757,,0.0
5bfe478a-2fa2-41d6-8243-5355fd2238d9,assignment,user_30,control,2026-04-04 17:36:34.711858,,
52f09603-005e-4139-90d9-cde9f8a408d8,inference,user_30,control,2026-04-04 18:11:34.711987,29.0,
9e26f9eb-c7bc-4e4e-9578-6a622982f806,response,user_30,control,2026-04-04 17:35:34.712031,,0.0
40732306-04e2-44b5-8691-a77d73a9fa0a,assignment,user_31,control,2026-04-04 17:36:34.712276,,
da44ed9e-46f5-4f66-acc4-63c1abb98070,inference,user_31,control,2026-04-04 18:27:34.712329,35.0,
2a519fe2-7106-4742-b174-579f22d5419e,response,user_31,control,2026-04-04 18:06:34.712353,,0.0
50b17d36-c7da-424e-92a3-9067788b4e5e,assignment,user_32,treatment,2026-04-04 18:29:34.712433,,
a964c379-643b-4915-b2b7-4ac563e6fbf3,inference,user_32,treatment,2026-04-04 18:33:34.712463,54.0,
a0242c49-c076-4a52-bdb7-92c0a45ac906,response,user_32,treatment,2026-04-04 18:12:34.712486,,0.0
2877eeaf-0536-40e9-a446-bbd7676ac80b,assignment,user_33,control,2026-04-04 18:26:34.712563,,
ec0ca9cb-9302-4edf-91f4-3d056059a297,inference,user_33,control,2026-04-04 18:08:34.712594,41.0,
d67ede82-a0c3-48ec-a9c0-6691b81a3002,response,user_33,control,2026-04-04 17:45:34.712617,,0.0
b221d73f-45e2-431a-ba1d-16f67fef6696,assignment,user_34,treatment,2026-04-04 17:50:34.712694,,
1da3e50a-d0e7-463d-9499-3c36d85d8bb8,inference,user_34,treatment,2026-04-04 17:40:34.712724,41.0,
677382d5-8171-458a-bbeb-6c67f8e0f542,response,user_34,treatment,2026-04-04 17:37:34.712748,,0.0
a05dacaa-c092-4367-b3e8-151c4bf2d04d,assignment,user_35,treatment,2026-04-04 18:33:34.712825,,
27960878-6a23-457f-9ef9-e0fcf29b7470,inference,user_35,treatment,2026-04-04 18:10:34.712855,52.0,
2cdfe847-83f4-4d95-bc7b-9a90f5f87bc6,response,user_35,treatment,2026-04-04 17:37:34.712878,,0.0
d22e1817-9f14-4b2e-8cb0-0b4bfc7d104b,assignment,user_36,treatment,2026-04-04 17:54:34.712954,,
48ec5dce-2801-40cb-ae5c-81a59ac241e4,inference,user_36,treatment,2026-04-04 18:07:34.712987,36.0,
12dc20c7-0882-4bd2-9c34-b6f549784c78,response,user_36,treatment,2026-04-04 18:13:34.713015,,0.0
7aa5a3b6-87b8-491b-8c26-7fa61bb1bf00,assignment,user_37,treatment,2026-04-04 17:35:34.713134,,
1ab221e0-2731-4176-8b85-d328a5ae387d,inference,user_37,treatment,2026-04-04 17:45:34.713171,48.0,
84db2139-23e7-4cb8-b2d7-449ba008d05f,response,user_37,treatment,2026-04-04 17:59:34.713231,,0.0
62f7bf1b-fd0e-4603-8218-9af63c92e90a,assignment,user_38,control,2026-04-04 18:05:34.713395,,
e5e09368-15a7-46dd-a6d6-2cf711d02c09,inference,user_38,control,2026-04-04 18:34:34.713447,32.0,
c169c337-4edb-4f3f-b9e5-6dec3cc835ee,response,user_38,control,2026-04-04 18:22:34.713470,,0.0
a9ffbc37-2cae-48ca-9366-2d2735112a2a,assignment,user_39,treatment,2026-04-04 18:34:34.713566,,
335e098f-6669-41e1-bf0f-46c5e1d068ac,inference,user_39,treatment,2026-04-04 18:23:34.713601,49.0,
23a50266-0fff-40fa-b4ee-77347bfde1ce,response,user_39,treatment,2026-04-04 18:22:34.713644,,0.0
e92f2ee8-8222-4235-9ed9-6e287919d364,assignment,user_40,treatment,2026-04-04 17:39:34.713754,,
e4d8bacc-8cb4-478e-b293-bcf930d6ec23,inference,user_40,treatment,2026-04-04 17:43:34.713789,47.0,
622c6f55-ed20-476a-9a11-a310850f40d2,response,user_40,treatment,2026-04-04 17:53:34.713814,,0.0
dab97053-833e-401c-ad20-ffbb82250046,assignment,user_41,treatment,2026-04-04 17:37:34.713912,,
8fe10f82-441c-4a60-afa2-3d214dbb1625,inference,user_41,treatment,2026-04-04 17:54:34.713942,51.0,
b7c35265-5ab1-42c7-acd9-07c10a4558cb,response,user_41,treatment,2026-04-04 18:30:34.713964,,0.0
002379c7-36f8-44ec-8fe3-11c500409e90,assignment,user_42,treatment,2026-04-04 18:26:34.714074,,
4c8bab43-292d-4a26-bc1b-b55ac0091fc9,inference,user_42,treatment,2026-04-04 18:09:34.714109,46.0,
e348f59f-4230-40a9-829a-bababbb134f1,response,user_42,treatment,2026-04-04 17:59:34.714150,,0.0
01cda202-4e07-41d5-b3c0-02f9724539b2,assignment,user_43,treatment,2026-04-04 18:03:34.714268,,
4b818f23-2d96-4629-ac64-a4fdaf5f4ee9,inference,user_43,treatment,2026-04-04 17:52:34.714306,51.0,
75932372-a766-498f-af48-18f240764965,response,user_43,treatment,2026-04-04 17:52:34.714351,,0.0
ce0ca2f0-3207-4585-867e-5bfa2205c213,assignment,user_44,control,2026-04-04 18:09:34.714460,,
095c2088-63bf-46db-a77e-654496bd5ff1,inference,user_44,control,2026-04-04 18:07:34.714495,25.0,
8c2f2cc0-079f-4669-bbf6-15856241c6fe,response,user_44,control,2026-04-04 17:48:34.714538,,0.0
43af86ad-2f24-4c0e-b9ac-2ac09df36b3b,assignment,user_45,control,2026-04-04 17:54:34.714647,,
293c0b46-3490-48a7-a1c8-98f05c9a7a2e,inference,user_45,control,2026-04-04 18:30:34.714681,40.0,
56b2cb74-e7a1-4728-a8f9-3ff7a6049c02,response,user_45,control,2026-04-04 17:41:34.714706,,0.0
620d54a6-8f30-4250-be79-2fcd791a6606,assignment,user_46,treatment,2026-04-04 18:07:34.714792,,
783930a3-1c03-4238-8a64-5dc7841709b6,inference,user_46,treatment,2026-04-04 17:56:34.714826,50.0,
d3e69f70-bad3-4330-a32d-90f69fc48d13,response,user_46,treatment,2026-04-04 18:20:34.714852,,0.0
5577b3d5-84bf-40da-84b1-b12d1531af80,assignment,user_47,treatment,2026-04-04 18:12:34.714941,,
05cde3e3-be0c-41a5-aa08-8c0402d3a1a7,inference,user_47,treatment,2026-04-04 18:19:34.714977,69.0,
f70ac9ed-e152-4937-bba0-8eeb4463c59b,response,user_47,treatment,2026-04-04 17:42:34.715003,,0.0
6f2663fb-0783-44d9-9f58-1105f9080f21,assignment,user_48,treatment,2026-04-04 18:08:34.715101,,
2e4d1eb5-0fd7-4f15-b116-0747c9b45b74,inference,user_48,treatment,2026-04-04 18:21:34.715144,55.0,
59524be9-dd43-4cc7-a6e2-f00805bf8713,response,user_48,treatment,2026-04-04 17:39:34.715170,,0.0
2e363fd4-9653-435c-b093-743e1a69f76d,assignment,user_49,control,2026-04-04 18:22:34.715262,,
1f400788-ba85-4f2e-a9f7-985ba7cea9a1,inference,user_49,control,2026-04-04 17:53:34.715296,24.0,
947d3118-6b75-4359-935a-00eeb4ad9300,response,user_49,control,2026-04-04 18:23:34.715332,,0.0
2f77228a-65da-45f9-9f0b-8c50f34f75a2,assignment,user_50,control,2026-04-04 18:18:34.715449,,
b8c2f400-0306-46d4-8338-ef5e07814e29,inference,user_50,control,2026-04-04 18:15:34.715538,33.0,
57c64116-3ad9-4b8c-9fe1-8b975c61085e,response,user_50,control,2026-04-04 18:03:34.715591,,1.0
e31d3229-3017-492e-9fb4-3fd5bf7811a1,assignment,user_51,control,2026-04-04 18:27:34.715799,,
155f4d00-58bd-492f-b976-1996586851e2,inference,user_51,control,2026-04-04 18:05:34.715845,40.0,
f4532c8d-f957-4668-9751-b0d5e026ebea,response,user_51,control,2026-04-04 18:07:34.715875,,1.0
8042d812-6e2c-403a-a1a7-c2a5ecc8ebaa,assignment,user_52,control,2026-04-04 17:55:34.715978,,
39cd8d89-a1e2-40a0-b037-1d96ad5a7e2a,inference,user_52,control,2026-04-04 17:37:34.716014,30.0,
cc32bb63-f656-41db-803e-d2d42b7d17f5,response,user_52,control,2026-04-04 17:59:34.716042,,0.0
3182bada-a169-4494-822c-3adb86eff5dc,assignment,user_53,control,2026-04-04 18:28:34.716134,,
4d1d281a-e60f-4685-b2d6-73096b469284,inference,user_53,control,2026-04-04 18:32:34.716168,28.0,
b0d6a2fb-43da-4905-85cf-60d15c388939,response,user_53,control,2026-04-04 18:20:34.716194,,1.0
ff99eb6f-454c-4347-aa1c-f51123de3ee6,assignment,user_54,control,2026-04-04 18:06:34.716284,,
f56f3536-80a5-44ff-a317-4f0c60c07090,inference,user_54,control,2026-04-04 18:01:34.716318,25.0,
dec896d2-2fc6-448b-a2ae-21c4bc631002,response,user_54,control,2026-04-04 18:00:34.716344,,0.0
b405a51f-f784-4223-8532-ec96d26c4ecd,assignment,user_55,treatment,2026-04-04 18:07:34.716449,,
afdc2925-3a8c-48cd-b9f2-1b9ec93b60bd,inference,user_55,treatment,2026-04-04 17:43:34.716485,56.0,
1aa5e59c-6b2a-4259-9a19-06c8072156c7,response,user_55,treatment,2026-04-04 18:22:34.716511,,0.0
bb57b478-a749-4d4d-b4d2-d6c2572f987b,assignment,user_56,treatment,2026-04-04 18:16:34.716612,,
7e8b478b-cabd-4629-9fb6-5b2f8c0bedb1,inference,user_56,treatment,2026-04-04 17:59:34.716647,49.0,
143e932b-4c6e-49c2-a178-2a3d32d91d55,response,user_56,treatment,2026-04-04 18:34:34.716673,,0.0
4e90e164-a6e7-4f58-b2e3-99b8d96caf88,assignment,user_57,treatment,2026-04-04 18:31:34.716768,,
4c4d0628-f5f8-4312-b5fc-cf65bcc0e715,inference,user_57,treatment,2026-04-04 18:10:34.716811,49.0,
8763726e-6bc3-4992-b26d-d7b2b8f3ab7c,response,user_57,treatment,2026-04-04 17:35:34.716841,,0.0
79799c81-d343-48c5-8816-72d358401f81,assignment,user_58,control,2026-04-04 18:20:34.716938,,
c8438870-6c0e-43ab-931b-22cd1ff405f6,inference,user_58,control,2026-04-04 17:57:34.716974,36.0,
a40e701a-23e8-433e-b259-e12bb2e33318,response,user_58,control,2026-04-04 18:08:34.717001,,0.0
5d8232f0-f362-44c5-ab75-0f13d5f7c0b0,assignment,user_59,control,2026-04-04 17:57:34.717093,,
daa15bf8-f164-48b9-8617-d1df74e52e86,inference,user_59,control,2026-04-04 17:56:34.717127,36.0,
dc60108a-a67a-4fb4-9ff8-bc0fee29a829,response,user_59,control,2026-04-04 18:32:34.717153,,0.0
73be3ec9-ec9d-4c65-ae14-1c4d33b9f9b1,assignment,user_60,treatment,2026-04-04 17:56:34.717242,,
b9e44d3b-58a8-491f-a4b2-5448626175dc,inference,user_60,treatment,2026-04-04 18:26:34.717282,41.0,
aea826bb-cc98-48df-a77d-00aa6160ca45,response,user_60,treatment,2026-04-04 17:49:34.717320,,0.0
74fddbc3-4949-4b5d-a0d7-7684207b9674,assignment,user_61,control,2026-04-04 18:34:34.717415,,
1e1971ae-8718-4cbf-867f-dac9747d3f38,inference,user_61,control,2026-04-04 18:11:34.717449,35.0,
8a12ffea-790e-4bc8-8cd4-ced013065318,response,user_61,control,2026-04-04 18:27:34.717475,,0.0
74a8057b-c154-49a2-b3d7-b59fab20924c,assignment,user_62,control,2026-04-04 18:18:34.717576,,
f38d60f0-a054-4af9-afdd-ae4076b4cf36,inference,user_62,control,2026-04-04 18:19:34.717617,29.0,
ad90b21f-68ff-4af9-8196-0dfc8eda24d8,response,user_62,control,2026-04-04 18:04:34.717648,,0.0
18d87241-4435-4a3a-9f8b-a0100de0e172,assignment,user_63,treatment,2026-04-04 18:29:34.717752,,
224f6b08-e04f-4507-be1c-8778507696dd,inference,user_63,treatment,2026-04-04 18:14:34.717794,46.0,
3e196293-0309-4ba6-a5b5-38dd385e2647,response,user_63,treatment,2026-04-04 17:47:34.717821,,0.0
9a7edd40-18c8-4f41-afa7-c8fc7dd18bb3,assignment,user_64,treatment,2026-04-04 18:16:34.717914,,
ac51851a-5e7a-4f14-91f4-f5c858721284,inference,user_64,treatment,2026-04-04 17:53:34.717950,53.0,
3f58177f-b393-40e9-89ae-02e23b1a1d92,response,user_64,treatment,2026-04-04 18:29:34.717976,,0.0
ab56fa1e-ae67-454c-a876-e8e6b6662784,assignment,user_65,control,2026-04-04 18:00:34.718078,,
34714d2b-7c6c-49c5-a498-cd9ca782e0bd,inference,user_65,control,2026-04-04 18:27:34.718118,29.0,
172446fe-7779-41d2-a5e8-48b300489a00,response,user_65,control,2026-04-04 17:43:34.718145,,0.0
44eabf03-7322-486e-a5ce-b796c15c9644,assignment,user_66,treatment,2026-04-04 17:35:34.718248,,
0af7efdf-500e-4e91-9efb-9302eb628dba,inference,user_66,treatment,2026-04-04 18:08:34.718293,42.0,
28a18321-b927-4558-9361-9b44e877853c,response,user_66,treatment,2026-04-04 18:28:34.718323,,0.0
65dbf640-a165-4660-9bb5-d6970fb606ea,assignment,user_67,treatment,2026-04-04 18:14:34.718429,,
b31b824b-ed03-42ee-9884-59b85079c30d,inference,user_67,treatment,2026-04-04 18:19:34.718463,42.0,
b1f2f1c3-2b3b-4213-99e1-f90fadd3541a,response,user_67,treatment,2026-04-04 17:50:34.718489,,0.0
e7487bc5-554a-402f-84ed-919c489ba756,assignment,user_68,treatment,2026-04-04 17:39:34.718578,,
389d5ab6-1bfe-4289-8abe-b344e4730173,inference,user_68,treatment,2026-04-04 17:46:34.718612,34.0,
b583f6ee-07d6-4073-986c-c8e506c4b4f5,response,user_68,treatment,2026-04-04 18:25:34.718639,,0.0
b0d84e22-e9aa-4b18-8f17-a04744b6d169,assignment,user_69,treatment,2026-04-04 18:31:34.718738,,
04b90d6d-bd7b-4452-80f1-3bc7d1d18128,inference,user_69,treatment,2026-04-04 18:03:34.718789,59.0,
a21b48f0-687a-4436-8094-bb3911a72fda,response,user_69,treatment,2026-04-04 17:39:34.718848,,0.0
65ce974b-fa78-461e-b42c-3cbc8336c6aa,assignment,user_70,control,2026-04-04 18:04:34.719049,,
4cbd6743-811b-4129-8dc2-58ce74ba7125,inference,user_70,control,2026-04-04 17:46:34.719094,38.0,
910b0006-092c-4cb2-9a8c-68c6c745e8ea,response,user_70,control,2026-04-04 18:00:34.719124,,0.0
bef1b0cc-510e-4f6c-8844-e0d1c8c43950,assignment,user_71,control,2026-04-04 18:13:34.719230,,
85b36f9a-fa16-4f0c-8d37-01f17c248afc,inference,user_71,control,2026-04-04 18:10:34.719287,41.0,
7ac0772c-9925-40a8-aced-5ccde4e82cc2,response,user_71,control,2026-04-04 18:04:34.719328,,0.0
aa144ec1-ed19-47dc-9048-c0573c6cfecc,assignment,user_72,treatment,2026-04-04 18:32:34.719429,,
1638c4b8-4331-44d4-9506-116c725fcc94,inference,user_72,treatment,2026-04-04 18:08:34.719464,57.0,
e32b642e-5c37-4f96-ad9e-a64b7dd125e0,response,user_72,treatment,2026-04-04 17:44:34.719491,,0.0
1c12ef3e-841c-4328-a8be-6550e9e9b420,assignment,user_73,treatment,2026-04-04 18:32:34.719591,,
41d2b7ec-cae7-4d8f-8018-7330bd52f015,inference,user_73,treatment,2026-04-04 18:06:34.719631,55.0,
8d1d4890-70b5-4969-8cab-30f12d93312e,response,user_73,treatment,2026-04-04 17:39:34.719658,,0.0
217f33da-c0a5-433f-8d75-6aec5998913b,assignment,user_74,treatment,2026-04-04 17:50:34.719811,,
f7b9d322-3396-44d7-bf38-0ac67e022a14,inference,user_74,treatment,2026-04-04 18:23:34.719878,46.0,
a5dd8864-f713-4641-8a74-de940bd4c313,response,user_74,treatment,2026-04-04 18:06:34.719928,,0.0
aeb4891a-a30d-471f-b115-f99bc18530ff,assignment,user_75,treatment,2026-04-04 17:58:34.720102,,
405fcd1b-055a-46d9-8edd-a2289197dff2,inference,user_75,treatment,2026-04-04 17:46:34.720147,40.0,
cb18676a-719a-48c3-a9ab-2756d0a9055b,response,user_75,treatment,2026-04-04 18:34:34.720179,,0.0
5ed5171b-5f3c-4d68-888a-e312dd5c5397,assignment,user_76,control,2026-04-04 18:25:34.720313,,
92df716b-ec05-40e6-850a-70f2168ab836,inference,user_76,control,2026-04-04 17:35:34.720373,38.0,
cf911133-e639-47e1-8da6-28a0aad23e74,response,user_76,control,2026-04-04 17:44:34.720398,,1.0
a23b7c80-7563-48de-8a20-9d3be3df0e8c,assignment,user_77,control,2026-04-04 18:03:34.720546,,
d74011f8-c3ea-4330-bca6-a29f87a9c034,inference,user_77,control,2026-04-04 17:47:34.720585,44.0,
79c6cc6f-028e-4480-9c34-0d3735b56481,response,user_77,control,2026-04-04 18:20:34.720649,,0.0
bec6d15b-589b-4e2c-87c1-bfd524aa270b,assignment,user_78,control,2026-04-04 18:25:34.720810,,
5aaa2c76-845c-4181-941a-fdd3556bb342,inference,user_78,control,2026-04-04 18:00:34.720871,22.0,
31137269-6613-404e-9702-a114733a616c,response,user_78,control,2026-04-04 18:00:34.720900,,0.0
f80e2b6b-581a-4d99-801f-20cf500c95b6,assignment,user_79,treatment,2026-04-04 18:08:34.721035,,
2fb12cd8-d188-4b2f-be32-f643fd59a4ca,inference,user_79,treatment,2026-04-04 18:25:34.721070,53.0,
aa5df540-cc4e-48ae-a388-37b4e016fd09,response,user_79,treatment,2026-04-04 17:38:34.721112,,0.0
7a892c05-fb08-491e-a8a7-c1d3250c1bb1,assignment,user_80,treatment,2026-04-04 18:24:34.721263,,
99d4b75c-f775-441a-9d52-1c1113958230,inference,user_80,treatment,2026-04-04 18:10:34.721307,52.0,
0a5400e9-747a-416d-91c2-21e0fe64efbc,response,user_80,treatment,2026-04-04 18:31:34.721336,,0.0
3b25dc40-938f-4e59-8850-3c2b1dc113b3,assignment,user_81,treatment,2026-04-04 18:11:34.721469,,
